Event_Type,Event_Potential_Impact,Event_Confidence,Event_Priority,Event_Probablity,Amount,Event_Status
-1.1309797065,2.0525699698,-1.8174895037,-1.2038950005,1.0339253867,-0.3258441627,0
-0.1767388801,0.4971590728,1.2195846656,-0.6431092758,0.1639595053,-0.2250652019,0
-0.7160661077,1.5546878264,0.3096433783,1.0216510519,-0.6313917726,-0.2952044054,0
-0.1870657386,0.9389497964,0.158719492,-0.6359570283,0.2670829772,-0.3155078591,0
-4.9603672901,-2.7570624507,1.6300953822,1.3659608128,1.1788144722,0.3352732032,0
-26.3890299089,-17.755687242,-10.2787662951,10.4130104962,-9.4460858017,4.9876434864,0
-0.3865081834,1.3777096889,0.0011102536,0.8587434501,0.9815311088,-0.283096164,0
-1.6484738043,1.9408848104,0.0434040592,-1.5493104774,2.0496193742,-0.3307169916,0
0.1022516085,0.6133219914,0.0606758167,-0.5265115063,0.3030824594,-0.184790533,0
-4.5386534303,-0.672919275,0.9346773803,-2.588146731,-3.4652919651,1.7739020977,0
0.6320650036,-0.8927164511,-0.0161884554,0.5432246131,-0.4436025788,0.7678844273,0
2.3594245194,-1.4689846836,-1.3794530313,-1.723817795,-0.9179985716,-0.2951674901,0
1.7187770507,-1.6727487529,-1.301708379,-0.3552695743,-1.0158696368,0.5908013962,0
0.9418343438,0.1043111409,0.632207329,2.3409530452,0.6530683387,-0.2994127576,0
-3.6523502396,-1.8604546277,0.7100632006,0.0295221665,-1.2917273973,0.7200051921,0
-0.9190023038,0.1606455623,0.7442998818,0.2251747566,-0.1944672674,0.3704904665,0
-0.7595791088,0.423050768,0.4746028737,-0.7444272957,1.1306672189,-0.3287973924,0
-2.2404798662,0.6064128106,1.2660873382,0.4761615379,0.1165502844,-0.2073089088,0
-2.6668421481,1.7367526437,1.1623005309,-0.5617932023,-1.1959563119,-0.3107457763,0
1.2615478298,-0.7415248875,-0.7333680753,-1.1644039845,0.2497216955,0.1035185088,0
-1.7361404312,2.2710254136,-0.692155925,-0.8043453008,-0.1449398339,-0.3287973924,0
-1.0402666636,0.6048564379,0.6865364479,1.2639185656,-1.5877947779,1.2831491654,0
1.5812662751,-1.0220436782,-1.5286069394,-0.0126783562,0.4310316722,0.3254167994,0
-2.0721265519,-3.1921787668,1.3628325717,0.5903556933,-0.5055887196,2.1673830293,0
1.8864260457,-0.7793122456,0.3570910495,0.6757199329,-1.4577066801,-0.192173607,0
1.1761147066,-0.3185350559,0.9834565837,0.7111467471,-0.7914925282,-0.3066481702,0
-0.5978528372,1.0507449979,2.130838149,2.2206481765,0.3835049969,-0.3283913233,0
0.8587806611,-1.5845942764,1.3323292072,0.4064029976,-2.1217571922,0.4800552854,0
-1.1889965817,1.399490616,1.0542125978,2.2266526412,0.0655459154,-0.3291665461,0
1.3222730506,-0.9277340914,-0.1546844763,-0.9797554975,-0.2132717964,-0.1105906388,0
1.1154926588,-0.2936371509,0.1096472873,0.4477218716,0.0610103118,-0.1107752156,0
1.0499999811,-1.1757302342,0.0547016334,-0.7177091845,-0.9350706794,0.4985129705,0
-2.1460572222,2.530186669,-3.4919812751,-0.4123645511,0.2418936453,-0.3219680489,0
-0.9274031734,0.2015632534,0.9512799682,-0.5969593077,1.1916466069,-0.2897040153,0
1.6647044369,-0.8143127065,-1.2975017676,0.173907968,-0.10743589,0.3248999842,0
-0.802243954,-0.0020079755,2.4881330272,-1.9822995101,-0.4442753772,-0.2582890352,0
1.3425635927,-0.1583351531,-0.1140527882,-0.5756505419,0.0944203045,-0.2867138703,0
0.746360801,-1.2199121332,0.7460275268,0.2533870053,-1.2954142221,0.5488655356,0
-0.3197598805,0.8405839705,1.2668594762,0.7711908009,-0.5218295487,-0.2951674901,0
-0.794339078,0.5769070479,0.6954525151,-0.8394984383,1.1568174186,-0.3188302424,0
1.620905208,-1.527315254,-0.6843258087,-0.6228267416,-0.8591657608,0.4062245449,0
1.1853055997,0.1163515353,0.4151783613,0.604032545,-0.3061298187,-0.2582521198,0
2.2997587086,-1.2219379682,-1.5217028288,-1.7455769574,-0.8547057201,-0.2397944347,0
2.0466382637,-0.0993530834,-1.2038774604,0.2073295554,0.11936193,-0.324773617,0
1.8801935112,-0.5502759141,-0.3461171384,0.3120236515,-0.8607749312,-0.1888512237,0
1.1845929457,0.2679640948,0.8652819657,0.769419193,-0.526974531,-0.300151065,0
0.5465147335,-1.0332971748,1.0559430107,1.7183248689,-1.3403640986,0.730858311,0
-0.9087335461,0.932789035,0.3836997086,0.5184667637,1.4376713756,-0.2891133693,0
-0.8288755382,-1.2715185953,0.7314111667,-2.0392420609,-2.1273450436,0.6055675443,0
-1.3158676327,1.1107097747,0.7880886496,1.1657737435,0.0607264372,-0.2813611416,0
2.0758709391,-0.0910938434,-1.7484961381,0.0070916901,0.5781117906,-0.2656721092,0
1.2380504474,-0.0568517477,-1.1772703846,0.2755848549,2.1735544316,-0.252788645,0
-1.3478159839,2.1204438705,-1.7202729773,-0.5274506082,-0.0884917254,-0.2973085815,0
1.3251640673,-0.496534256,0.1914865938,-0.5474601495,-0.9749816388,-0.1482443164,0
-2.6033024816,-1.4699594343,1.3204734808,-3.3403542914,-0.2838495892,0.701547507,0
0.0202732069,0.8130975048,0.1779819062,-0.7884472068,0.6621147189,-0.3222264565,0
-0.9508517484,1.5088864486,1.0170320983,1.3439955155,-0.150237162,-0.311816322,0
1.967573546,-0.477625934,-0.4312992261,-0.0454637835,-0.5246928378,-0.3292403768,0
-0.8182939806,1.1150667323,0.8598507611,-0.0944269333,-0.0075629416,-0.2962011204,0
0.5853545637,-2.2370527177,0.7016654969,-1.4328114383,-2.2326913965,1.0216775979,0
-1.9517820222,0.1659159795,0.2925238954,-2.9379843483,-2.2279222624,0.5191117471,0
2.1216691796,-1.0451418099,-0.7745343604,-1.0937065742,-0.6233171355,-0.2250282866,0
-0.5320699251,-0.4001636282,1.8341613217,-1.5610661562,-0.7785978188,-0.1368743824,0
1.3158033925,0.4331133166,-0.013223102,0.4851564308,0.1569254593,-0.324773617,0
-1.155393229,0.5359019995,1.7467849713,-1.3970395387,0.8583609865,-0.2330389219,0
-0.2297941479,-0.3336036687,0.468059543,-2.7337575422,-0.8306234302,-0.3106719456,0
-14.1554576589,-7.6550133888,-7.7497154926,0.8677167433,0.0483371925,0.1323124976,0
1.0916163469,-0.7586172607,-0.245595967,-1.004594449,-0.2387863262,0.122788332,0
-0.8147461787,1.194825944,1.2334856993,0.0445926906,-0.0434853912,-0.3056145398,0
-2.322060271,1.3123170263,-0.18904117,4.1031905222,0.5343135722,-0.0417803886,0
-2.3534543521,3.2615331529,-1.1219601629,0.40382318,-0.3521487551,-0.325475009,0
-2.1145722513,-0.2222859258,0.9144586307,1.3676532042,0.5477047661,-0.2777065199,0
2.3123118123,-1.3843187608,-1.2935029451,-1.8309641005,-0.7568333668,-0.2767098049,0
-0.6781237303,-0.1868755557,2.9891546314,0.4243370884,-0.4587203353,-0.0419280501,0
-1.0944855771,1.4486032184,1.6080016881,3.1533109322,-0.1842753292,0.0031087016,0
-1.01856945,0.0872201313,0.9738298319,-3.1794983281,-0.4828055862,-0.2767098049,0
1.7901226628,-0.6769213292,-1.4073821822,-0.1004969319,0.5376547899,-0.0736752685,0
0.8799007341,-1.3196946291,0.2523820958,-0.508550901,-1.229555907,0.6240252294,0
0.8171305401,-1.2662777456,-0.0981584588,-0.4371016285,-1.1990158556,0.7215187223,0
1.3006326649,-0.8142290737,0.8439854119,-0.7982175253,-1.332054575,-0.184790533,0
2.0161078041,-1.1116382309,0.2397164456,-0.5666588747,-1.3999122232,-0.2477681546,0
-0.7941808047,-0.3634841279,-0.2194297596,-1.6653975095,2.6188508574,0.0170627116,0
1.2332136486,0.0917863752,0.6065559516,0.8666621845,-0.5073638156,-0.3136620906,0
-1.1233085531,0.9780962186,0.9947168151,0.9905244345,-0.1054142881,-0.2649338018,0
-1.4173413337,1.3973214648,0.9390386107,-0.1817006186,-0.1268691086,-0.3251058553,0
-1.7908572694,-1.6639011255,0.9304631863,-1.874270351,-0.5269355583,0.216110388,0
-0.7553380656,1.3422950064,0.928873605,0.1222177199,-0.1819033001,-0.2656721092,0
-2.1264861498,-1.5567914069,2.6550757076,3.7583384618,-1.8318430039,1.9190164182,0
-0.2801156249,0.8748681648,0.8325910182,0.1594209032,0.6943965269,-0.133847322,0
1.272121266,-1.4021733799,0.0881278768,-1.9083155055,-0.3105033784,-0.1253567869,0
1.0936201814,-0.5478897374,1.3023887219,0.8626616138,-1.1214780994,-0.2222596338,0
-1.8195108622,-0.230285157,1.969594803,-0.0639293526,0.325374023,-0.2062383631,0
1.2740221978,0.0025893598,-1.1563916039,0.2604596872,2.1919183429,-0.3215250644,0
1.9165991623,1.1362778674,-1.6887565707,4.1589189253,0.9157725653,-0.3189779039,0
2.2524346534,-0.7610556877,-1.7199447485,-1.2210078586,-0.0775687262,-0.2767098049,0
-0.445485787,0.8148059303,1.5475878257,-0.1204728063,0.1379846725,-0.2606516189,0
0.1252525566,0.9653973706,-1.1743720626,-0.1743183592,0.3454513892,-0.1740481602,0
1.9925850679,-0.4899957877,-0.9227484539,0.1380026083,-0.3340536675,-0.2656351939,0
1.9360390909,0.0913165727,-1.737927032,1.2236357139,0.6566260026,-0.1603525579,0
1.4811947301,-0.7255626097,-1.8766245708,0.6705066003,-0.0878871183,0.7296031884,0
-1.2036173387,1.5740094474,2.8892767825,3.3814039629,1.5386627589,-0.3265086394,0
1.2315181481,-0.2914375743,0.9394877071,-0.7079677558,-0.9035150391,-0.3283913233,0
1.6247947586,-0.5614555974,0.8171259514,4.0955188207,-0.5680918863,0.0725465131,0
2.1286085979,-1.0784723167,-0.4701438639,-0.7447725773,-1.3073284318,-0.23983135,0
-0.3887765167,0.794783808,1.6855462122,0.9167461715,0.2312802028,-0.1882236624,0
-1.1029040349,1.5772371381,0.8423524995,0.7171933502,-0.1209503066,-0.2841297944,0
1.3621158698,-1.2960294991,0.3546622852,-1.4414107553,-1.5047439419,-0.147506009,0
-0.1812054352,0.6742693664,2.3116264007,1.0573959682,-0.3315604474,-0.2952044054,0
-0.9951594563,1.016248778,1.8342239133,-0.6834385386,0.4686675335,-0.2952044054,0
1.2145626149,0.0472034403,0.0817840138,0.9456965681,0.1263915339,-0.2519765069,0
-0.1184629066,1.3369630566,-1.8688980479,-0.2686418708,1.087368614,-0.1715009997,0
0.9939936768,-0.5632807312,1.8618845391,1.7050421551,-1.3878416816,-0.3099336382,0
-0.202389109,0.894604035,0.0480765209,-0.8320506005,0.5016668454,-0.325475009,0
1.5016441833,-1.5538140657,-0.8852641495,0.7342541184,-0.9575056504,0.7458459513,0
-1.0757725098,0.0045041595,1.9984047652,-2.9987957671,-0.0001348562,-0.1548890831,0
1.0265042506,0.3298631708,1.280825311,2.546906262,-0.5366194653,-0.196160467,0
-0.9833675233,0.4407928134,0.5985663409,-2.3862629361,2.641909819,-0.30712807,0
-6.7595213065,5.5722574427,-0.9515308818,-3.1948342465,-0.9425010749,-0.3292403768,0
1.9706657187,0.4940907556,-1.0725023739,3.5589067502,0.928707993,-0.2929894832,0
-2.3954339128,-1.5453691364,1.9193912001,1.0625135679,-0.6278062015,0.523283184,0
2.0917525467,-1.1199378875,-0.6492121684,-0.9719209557,-0.9416852175,-0.184790533,0
-1.6815532205,1.1272155351,-1.2697542602,-0.4792814112,0.2449934942,-0.3026243949,0
-0.0307502968,-0.3947926861,0.5948357512,-3.2202024322,0.0957833273,-0.287784416,0
1.2218109806,0.2625121532,0.735685221,0.7466982211,-0.7414414281,-0.3236661559,0
-0.7003485049,0.7255566291,1.627049982,-0.6112825183,0.4920948033,-0.2951674901,0
1.8821469657,-0.2883125116,-0.8593056147,1.6012460969,-0.0691375416,-0.1290483239,0
0.8580249035,-2.6846513315,-2.1699188423,-0.06035762,-0.8363871855,2.0674162066,0
-0.2252622898,0.625198142,-0.4200029619,-2.2460628378,-0.0907923519,-0.3283913233,0
1.0129452508,-1.6712632249,-1.658957151,1.6616070793,-0.325842941,1.5945672289,0
-1.378731702,-0.6194743649,-2.7786101736,-1.3541866636,-4.1067692683,3.7064217308,0
1.9811086483,0.1838469727,-1.4992125687,1.6263649594,0.3793074256,-0.205130902,0
1.0389894747,0.4509219764,0.5067453755,2.5309855189,-0.1255280939,-0.0209970351,0
1.9396925505,-0.1866895751,-1.7742250455,0.4438633044,0.4477343766,-0.1110336232,0
1.0591563123,-0.0765986374,-0.1947132951,0.3594866492,0.0825507139,-0.0002136817,0
-0.7531332237,0.2838047325,0.4263327231,-0.142321284,0.7028946064,-0.0747458142,0
-0.1046842618,-0.2152957929,1.2421667756,-2.7074585482,-0.2665554688,-0.1844213793,0
1.6541164254,-1.0543129947,-1.8711121786,-0.4357885391,1.709938724,0.3198425785,0
1.9705475178,-0.7606234214,-1.6715702604,-0.6376871097,1.665290268,-0.2896301845,0
